,Unnamed: 0,question,noUnknowns,unknowns,noEquations,equations,operation,answers
1802,1802,"At Lindsey 's Vacation Wear , 0.375 the garments are bikinis and 0.25 are trunks . What fraction of the garments are either bikinis or trunks ?",1,x,1,x=0.375+0.25,Addition,0.625
1803,1803,Darnel sprinted 0.875 lap and then took a break by jogging 0.75 lap . How much farther did Darnel sprint than jog ?,1,x,1,x=0.875-0.75,Subtraction,0.125
1804,1804,A marine biologist measured 1 fish that was 0.3 foot long and a second fish that was 0.2 foot long . How much longer was the first fish ?,1,x,1,x=0.3-0.2,Subtraction,0.1
1805,1805,Hannah 's Vegetarian Restaurant bought 0.3333333333333333 pound of green peppers and 0.3333333333333333 pound of red peppers . How many pounds of peppers did Hannah 's Vegetarian Restaurant buy in all ?,1,x,1,x=0.3333333333333333+0.3333333333333333,Addition,0.6666666666666666
1806,1806,"Ella owns 2 dogs . Each day , 1 dog eats 0.125 scoop of dog food and the other dog eats 0.125 scoop . Together , how much dog food do the 2 dogs eat each day ?",1,x,1,x=0.125+0.125,Addition,0.25
1807,1807,"Blake filled a bucket with 0.8 gallon of water . Later , he poured out 0.2 gallon of the water . How much water is in the bucket ?",1,x,1,x=0.8-0.2,Subtraction,0.6
1808,1808,Mandy made an apple pie . She used 0.6666666666666666 tablespoon of cinnamon and 0.5 tablespoon of nutmeg . How much more cinnamon than nutmeg did Mandy use ?,1,x,1,x=0.6666666666666666-0.5,Subtraction,0.16666666666666666
1809,1809,"The Montoya family spends 0.6 their budget on groceries and another 0.2 going out to eat . Altogether , what fraction of their budget does the Montoya family spend on food ?",1,x,1,x=0.6+0.2,Addition,0.8
1810,1810,"In Mr. Olsen 's mathematics class , 0.7 the students received A 's and 0.2 received B 's . What fraction of the students received either A 's or B 's ?",1,x,1,x=0.7+0.2,Addition,0.9
1811,1811,"There is 0.16666666666666666 cup of oil in Scarlett 's measuring cup . If Scarlett adds 0.6666666666666666 cup more , how much oil will be in the measuring cup ?",1,x,1,x=0.16666666666666666+0.6666666666666666,Addition,0.8333333333333334
1812,1812,"1 evening , a restaurant served a total of 0.2 loaf of wheat bread and 0.4 loaf of white bread . How many loaves were served in all ?",1,x,1,x=0.2+0.4,Addition,0.6
1813,1813,Stanley ran 0.4 mile and walked 0.2 mile . How much farther did Stanley run than walk ?,1,x,1,x=0.4-0.2,Subtraction,0.2
1814,1814,Dina made cookies . She used 0.625 cup of flour and 0.25 cup of sugar . How much more flour than sugar did Dina use ?,1,x,1,x=0.625-0.25,Subtraction,0.375
1815,1815,"Each day , the polar bear at Richmond 's zoo eats 0.2 bucket of trout and 0.4 bucket of salmon . How many buckets of fish does the polar bear eat daily ?",1,x,1,x=0.2+0.4,Addition,0.6
1816,1816,Jenny ran 0.6 mile and walked 0.4 mile . How much farther did Jenny run than walk ?,1,x,1,x=0.6-0.4,Subtraction,0.2
1817,1817,0.5 the students in the band are in the trumpet section . 0.125 the students in the band are in the trombone section . What fraction of the students in the band are in either the trumpet section or the trombone section ?,1,x,1,x=0.5+0.125,Addition,0.625
1818,1818,Suzie found 2 worms in the yard and measured them with a ruler . 1 worm was 0.8 inch long . The other worm was 0.1 inch long . How much longer was the longer worm ?,1,x,1,x=0.8-0.1,Subtraction,0.7
1819,1819,Scarlett made a fruit salad with 0.25 pound of melon and 0.375 pound of berries . How many pounds of fruit did Scarlett use in all ?,1,x,1,x=0.25+0.375,Addition,0.625
1820,1820,Vince 's bus ride to school is 0.625 mile and Zachary 's bus ride is 0.5 mile . How much longer is Vince 's bus ride than Zachary 's ?,1,x,1,x=0.625-0.5,Subtraction,0.125
1821,1821,"In 1 week , Mitch 's family drank 0.5 carton of regular milk and 0.1 carton of soy milk . How much milk did they drink in all ?",1,x,1,x=0.5+0.1,Addition,0.6
1822,1822,Elizabeth went to the salon and had 0.375 inch of hair cut off . The next day she went back and asked for another 0.5 inch to be cut off . How much hair did she have cut off in all ?,1,x,1,x=0.375+0.5,Addition,0.875
1823,1823,"In Shannon 's apartment complex , 0.16666666666666666 the apartments are one-bedroom apartments and 0.3333333333333333 are two-bedroom apartments . What fraction of the apartments are either 1 - or two-bedroom apartments ?",1,x,1,x=0.16666666666666666+0.3333333333333333,Addition,0.5
1824,1824,"At the beach , Miki and her sister both built sandcastles and then measured their heights . Miki 's sandcastle was 0.8333333333333334 foot tall and her sister 's was 0.5 foot tall . How much taller was Miki 's sandcastle than her sister 's ?",1,x,1,x=0.8333333333333334-0.5,Subtraction,0.3333333333333333
1825,1825,"Michelle began her pizza delivery route with 0.5 tank of gas in her car . When she made it back to the pizzeria , 0.16666666666666666 tank of gas was . How much gas did Michelle use ?",1,x,1,x=0.5-0.16666666666666666,Subtraction,0.3333333333333333
1826,1826,"While taking inventory at her pastry shop , Kelly realizes that she had 0.4 box of baking powder yesterday , but the supply is now down to 0.3 box . How much more baking powder did Kelly have yesterday ?",1,x,1,x=0.4-0.3,Subtraction,0.1
1827,1827,Craig walked 0.2 mile from school to David 's house and 0.7 mile from David 's house to his own house . How many miles did Craig walk in all ?,1,x,1,x=0.2+0.7,Addition,0.9
1828,1828,Greg and Sharon own neighboring cornfields . Greg harvested 0.4 acre of corn on Monday and Sharon harvested 0.1 acre . How many more acres did Greg harvest than Sharon ?,1,x,1,x=0.4-0.1,Subtraction,0.3
1829,1829,"At the hardware store , 0.25 the nails are size 2d and 0.5 the nails are size 4d . What fraction of the nails are either size 2d or 4d ?",1,x,1,x=0.25+0.5,Addition,0.75
1830,1830,"While making desserts for a bake sale , Victor used 0.625 scoop of brown sugar as well as 0.25 scoop of white sugar . How much more brown sugar did Victor use ?",1,x,1,x=0.625-0.25,Subtraction,0.375
1831,1831,Eve ran 0.7 mile and walked 0.6 mile . How much farther did Eve run than walk ?,1,x,1,x=0.7-0.6,Subtraction,0.1
1832,1832,Jonah added 0.3 cup of yellow raisins and 0.4 cup of black raisins to a batch of trail mix . How many cups of raisins did Jonah add in all ?,1,x,1,x=0.3+0.4,Addition,0.7
1833,1833,"When Jake had 1 cat , he needed to serve 0.5 can of cat food each day . Now that Jake has adopted a second cat , he needs to serve a total of 0.9 can each day . How much extra food is needed to feed the second cat ?",1,x,1,x=0.9-0.5,Subtraction,0.4
1834,1834,In Yardley it snowed 0.125 inch in the morning and 0.5 inch in the afternoon . What was the total amount of snowfall ?,1,x,1,x=0.125+0.5,Addition,0.625
1835,1835,"While making pastries , a bakery used 0.2 bag of wheat flour and 0.1 bag of white flour . How many bags of flour did the bakery use in all ?",1,x,1,x=0.2+0.1,Addition,0.3
1836,1836,"Kaleen filled a bucket with 0.75 gallon of water . A few minutes later , she realized only 0.5 gallon of water remained . How much water had leaked out of the bucket ?",1,x,1,x=0.75-0.5,Subtraction,0.25
1837,1837,"Carefully following a recipe , Kenny used exactly 0.16666666666666666 cup of oil and 1.1666666666666667 cups of water . How many cups of liquid did Kenny use in all ?",1,x,1,x=0.16666666666666666+1.1666666666666667,Addition,1.3333333333333333
1838,1838,Dale 's Vegetarian Restaurant bought 2.8333333333333335 pounds of green peppers and 2.8333333333333335 pounds of red peppers . How many pounds of peppers did Dale 's Vegetarian Restaurant buy in all ?,1,x,1,x=2.8333333333333335+2.8333333333333335,Addition,5.666666666666668
1839,1839,"This afternoon Craig left school , rode the bus 3.8333333333333335 miles , and then walked 0.16666666666666666 mile to get home . How much farther did Craig ride than walk ?",1,x,1,x=3.8333333333333335-0.16666666666666666,Subtraction,3.6666666666666665
1840,1840,Kelly 's chemistry textbook weighs 7.125 pounds and her geometry textbook weighs 0.625 pound . How much more does the chemistry textbook weigh than the geometry textbook ?,1,x,1,x=7.125-0.625,Subtraction,6.5
1841,1841,Roadster 's Paving Company used 10 tons of cement to pave Lexi 's street and 5.1 tons of cement to pave Tess 's street . How much cement did Roadster 's Paving Company use in all ?,1,x,1,x=10.0+5.1,Addition,15.1
1842,1842,"On a hot day , Sam poured 1 bucket of water into a plastic wading pool . A few minutes later he added another 8.8 buckets . How much water did Sam pour into the pool ?",1,x,1,x=1.0+8.8,Addition,9.8
1843,1843,Kyle jogged 1.125 laps in P.E. class and 2.125 laps during track practice . How many laps did Kyle jog in all ?,1,x,1,x=1.125+2.125,Addition,3.25
1844,1844,"A bucket contains 3 gallons of water . If Derek adds 6.8 gallons more , how many gallons will there be in all ?",1,x,1,x=3.0+6.8,Addition,9.8
1845,1845,"At a pizza party , Mason and his friends drank 2.6666666666666665 bottles of lemon-lime soda and 2.6666666666666665 bottles of cola . How much soda did they drink in all ?",1,x,1,x=2.6666666666666665+2.6666666666666665,Addition,5.333333333333333
1846,1846,Professor Ellison weighed 2 pieces of metal for an experiment . The piece of iron weighed 11.166666666666666 pounds and the piece of aluminum weighed 0.8333333333333334 pound . How much more did the piece of iron weigh than the piece of aluminum ?,1,x,1,x=11.166666666666666-0.8333333333333334,Subtraction,10.333333333333334
1847,1847,"As part of a lesson on earthquakes , a science class is researching the movement of a nearby fault line . The fault line moved 1.25 inches during the past year and 5.25 inches the year before . How far did the fault line move in all ?",1,x,1,x=1.25+5.25,Addition,6.5
1848,1848,"Hoping to be named Salesperson of the Month , Rosa called the names from 10.2 pages of the phone book last week . This week , she called the people listed on another 8.6 pages of the same phone book . How many pages worth of people did Rosa call in all ?",1,x,1,x=10.2+8.6,Addition,18.8
1849,1849,"At the beach , Janet and her sister both built sandcastles and then measured their heights . Janet 's sandcastle was 3.6666666666666665 feet tall and her sister 's was 2.3333333333333335 feet tall . How much taller was Janet 's sandcastle than her sister 's ?",1,x,1,x=3.6666666666666665-2.3333333333333335,Subtraction,1.3333333333333333
1850,1850,Nicole found an orange caterpillar and a green caterpillar in her backyard . The green caterpillar was 3 inches long and the orange caterpillar was 1.1666666666666667 inches long . How much longer was the green caterpillar than the orange caterpillar ?,1,x,1,x=3.0-1.1666666666666667,Subtraction,1.8333333333333333
1851,1851,Alec and his roommates ate 3.25 pints of ice cream on Friday night and 0.25 pint of ice cream on Saturday night . How many pints did they eat in all ?,1,x,1,x=3.25+0.25,Addition,3.5
1852,1852,"A farmer started the day with 8.75 buckets of seeds . After spending the morning sowing seeds , she now has 6 buckets . How many buckets of seeds did the farmer sow ?",1,x,1,x=8.75-6.0,Subtraction,2.75
1853,1853,Irene just bought a new lamp for her bedside table . The old lamp was 1 foot tall and the new lamp is 2.3333333333333335 feet tall . How much taller is the new lamp than the old lamp ?,1,x,1,x=2.3333333333333335-1.0,Subtraction,1.3333333333333333
1854,1854,Ezra drew a white line that was 7.666666666666667 inches long . Then he drew a blue line that was 3.3333333333333335 inches long . How much longer was the white line than the blue line ?,1,x,1,x=7.666666666666667-3.3333333333333335,Subtraction,4.333333333333333
1855,1855,"There are 7.75 gallons of water in Becky 's fish tank . If Becky adds 7 gallons more , how many gallons will there be in all ?",1,x,1,x=7.75+7.0,Addition,14.75
1856,1856,Wendy ran 19.833333333333332 miles and walked 9.166666666666666 miles . How much farther did Wendy run than walk ?,1,x,1,x=19.833333333333332-9.166666666666666,Subtraction,10.666666666666666
1857,1857,Kenji and his classmates placed colored blocks on a scale during a science lab . The yellow block weighed 0.6 pounds and the green block weighed 0.4 pounds . How much more did the yellow block weigh than the green block ?,1,x,1,x=0.6-0.4,Subtraction,0.2
1858,1858,"Terrell hiked 8.2 miles on Saturday . Then , on Sunday , he hiked another 1.6 miles . How far did Terrell hike all together ?",1,x,1,x=8.2+1.6,Addition,9.8
1859,1859,A carpenter bought a piece of wood that was 0.41 meters long . Then she sawed 0.33 meters off the end . How long is the piece of wood now ?,1,x,1,x=0.41-0.33,Subtraction,0.08
1860,1860,Kelly bought 0.1 pounds of peanuts and 0.4 pounds of raisins . How many pounds of snacks did she buy in all ?,1,x,1,x=0.1+0.4,Addition,0.5
1861,1861,"Kevin bought 2 watermelons . The first watermelon was 9.91 pounds , and the second watermelon was 4.11 pounds . How many pounds of watermelon did Kevin buy ?",1,x,1,x=9.91+4.11,Addition,14.02
1862,1862,In March it rained 0.81 inches . It rained 0.35 inches less in April than in March . How much did it rain in April ?,1,x,1,x=0.81-0.35,Subtraction,0.46
1863,1863,"Ron weighed 2 colored metal balls during a science class . The blue ball weighed 6 pounds and the brown ball weighed 3.12 pounds . If Ron places both balls on the scale at the same time , what will the scale read ?",1,x,1,x=6.0+3.12,Addition,9.12
1864,1864,"A bee colony produced 0.36 pounds of honey , but bears ate 0.05 pounds of it . How much honey remains ?",1,x,1,x=0.36-0.05,Subtraction,0.31
1865,1865,"It rained 0.9 inches on Monday . On Tuesday , it rained 0.7 inches less than on Monday . How much did it rain on Tuesday ?",1,x,1,x=0.9-0.7,Subtraction,0.2
