,question,equations,operation,answers
1413,The Hawks scored 3 touchdowns worth 7 points each. How many points do they have?,x=(3.0*7.0),Multiplication,21.0
1414,Zach scored 42 points in the football game. Ben scored 21 points. How many more points did Zach score?,x=(42.0-21.0),Subtraction,21.0
1415,Kate has 223 pennies. John has 388 pennies. How many more pennies does John have?,x=(388.0-223.0),Subtraction,165.0
1416,Tim had 50 cents. He paid 45 cents for a candy bar. How much change will he get?,x=(50.0-45.0),Subtraction,5.0
1417,"Mark has 13 trees in his backyard. If he plants 12 more, how many trees will he have?",x=(13.0+12.0),Addition,25.0
1418,Kim has 4 cousins. She wants to give each cousin 5 pieces of gum. How much gum will she need?,x=(4.0*5.0),Multiplication,20.0
1419,Dan has $3.00. He bought a candy bar for $1.00. How much money is left?,x=(3.0-1.0),Subtraction,2.0
1420,5 boats are in the lake. Each boat has 3 people. How many people are on boats in the lake?,x=(5.0*3.0),Multiplication,15.0
1421,Charlie has 31 more snowballs than Lucy. She has 19 snowballs. How many does Charlie have?,x=(31.0+19.0),Addition,50.0
1422,Randy has 78 blocks. He uses 19 blocks to build a tower. How many blocks are left?,x=(78.0-19.0),Subtraction,59.0
1423,Bryan has 50 skittles. Ben has 20 M&M’s. Who has more? How many more does he have?,x=(50.0-20.0),Subtraction,30.0
1424,"Paul got a box of 479 crayons for his birthday. At the end of the school year, he only had 134 left. How many crayons had been lost or given away?",x=(479.0-134.0),Subtraction,345.0
1425,179 birds were sitting in a tree. 38 more birds flew up to the tree. How many birds were there altogether in the tree?,x=(179.0+38.0),Addition,217.0
1426,Cindy’s mom baked 1215 cookies. Paul’s dad baked 1112 cookies. They both brought them to school for a party. How many cookies did they have altogether?,x=(1215.0+1112.0),Addition,2327.0
1427,231 birds were sitting in a tree. Some more fly up to the tree. Then there were 312 birds in the tree. How many more fly up to the tree?,x=(312.0-231.0),Subtraction,81.0
1428,"64 children were riding on the bus. At the bus stop, some more children got on the bus. Then there were 78 children altogether on the bus. How many children got on the bus at the bus stop?",x=(78.0-64.0),Subtraction,14.0
1429,Misha has 34 dollars. How many dollars does she have to earn to have 47 dollars to buy a dog?,x=(47.0-34.0),Subtraction,13.0
1430,Elisa has 37 dollars. How many more dollars does she have to earn to have 53 dollars?,x=(53.0-37.0),Subtraction,16.0
1431,James had 39 stickers. He got some more stickers for his birthday. Then he had 61 stickers. How many stickers did James get for his birthday?,x=(61.0-39.0),Subtraction,22.0
1432,There were 27 boys and 35 girls on the playground at recess. How many children were on the playground at recess?,x=(27.0+35.0),Addition,62.0
1433,There were 58 geese and 37 ducks in the marsh. How many birds were in the marsh?,x=(58.0+37.0),Addition,95.0
1434,Paul had 28 strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?,x=(28.0+35.0),Addition,63.0
1435,Gary had 73 dollars. He spent 55 dollars on a pet snake. How many dollars did Gary have left?,x=(73.0-55.0),Subtraction,18.0
1436,How many cookies would you have if you had 37 bags of cookies with 19 cookies in each bag?,x=(37.0*19.0),Multiplication,703.0
1437,How much would 136 pieces of bubble gum cost if each piece costs 18 cents?,x=(136.0*18.0),Multiplication,2448.0
1438,"For the fifth grade play, the chairs have been put into 27 rows with 16 chairs in each row. How many chairs have been put out for the play?",x=(27.0*16.0),Multiplication,432.0
1439,The Ferris wheel in Paradise Park has 14 seats. Each seat can hold 6 people. How many people can ride the Ferris wheel at the same time?,x=(14.0*6.0),Multiplication,84.0
1440,A garden has 52 rows and 15 columns of bean plans. How many plants are there in all?,x=(52.0*15.0),Multiplication,780.0
1441,A sandbox is 312 centimeters long and 146 centimeters wide. How many square centimeters of ground does the sandbox cover?,x=(312.0*146.0),Multiplication,45552.0
1442,Sarah picked 45 apples. Her brother picked 9 apples. How many times as many apples did Sarah pick?,x=(45.0/9.0),Division,5.0
1443,There are 261 fishbowls. Each fishbowl has 23 fish. How many fish are there?,x=(261.0*23.0),Multiplication,6003.0
1444,We ordered 21 pizzas. Each pizza has 8 slices. How many slices of pizza are there altogether?,x=(21.0*8.0),Multiplication,168.0
1445,Emily collected eggs from the hen and put them into 303 baskets. She put 28 eggs into each basket. How many eggs did Emily collect?,x=(303.0*28.0),Multiplication,8484.0
1446,There were 150 book shelves. Each book shelf had 15 books. How many books were on the shelves?,x=(150.0*15.0),Multiplication,2250.0
1447,There are 84 leaves. There are 139 ladybugs on each leaf. How many ladybugs are there in all?,x=(84.0*139.0),Multiplication,11676.0
1448,There are 37 baskets. There are 17 apples in each basket. How many apples are there in all?,x=(37.0*17.0),Multiplication,629.0
1449,There are 544 pots. Each pot has 32 flowers in it. How many flowers are there in all?,x=(544.0*32.0),Multiplication,17408.0
1450,Your class is having a pizza party. You buy 5 pizzas. Each pizza has 4 slices. How many slices is that altogether?,x=(5.0*4.0),Multiplication,20.0
1451,Ted has 15 candy bars. He wants to put them into 5 bags so there are the same number of candy bars in each bag. How many candy bars should go in each bag?,x=(15.0/5.0),Division,3.0
1452,A candy store has 6 boxes of chocolates. Each box has 500 pieces. How many pieces are there altogether in the boxes?,x=(6.0*500.0),Multiplication,3000.0
1453,Martha bought 18 small cakes. She has 3 children. She would like to divide the cakes among her children so that each child gets the same amount. How many cakes would each child get?,x=(18.0/3.0),Division,6.0
1454,"Julian is writing a comic book. His story has 143 frames in all. If he wants to put exactly 11 frames on each page, how many pages would he have?",x=(143.0/11.0),Division,13.0
1455,Jesse’s room is 12 feet long and 8 feet wide. How much carpet does she need to cover the whole floor?,x=(12.0*8.0),Multiplication,96.0
1456,"There are 5 people on the Green Bay High track team. If a relay race is 150 meters long, how far will each team member have to run?",x=(150.0/5.0),Division,30.0
1457,It takes 4 feet of cotton to make a tee-shirt. How many tee-shirts can be made with 60 feet of material?,x=(60.0/4.0),Division,15.0
1458,Lukas averages 12 points per game in basketball. How many points would he score in 5 games?,x=(12.0*5.0),Multiplication,60.0
1459,My car gets 20 miles per gallon. How many miles can I drive on 5 gallons of gas?,x=(20.0*5.0),Multiplication,100.0
1460,It takes 7 minutes to bake one pan of cookies. How long will it take to bake 4 pans of cookies?,x=(7.0*4.0),Multiplication,28.0
1461,"My car gets 20 miles per gallon of gas. If Grandma’s house is 100 miles away, how many gallons of gas would it take to get to her house?",x=(100.0/20.0),Division,5.0
1462,Melissa scored 120 points in each game. How many points did she score in 10 games?,x=(120.0*10.0),Multiplication,1200.0
1463,Johnny practiced for the track team and ran 3 laps per minute. How many minutes did it take Johnny to run 10 laps?,x=(10.0/3.0),Division,3.33333
1464,"Our watermelons have 100 seeds each. If we have 4 watermelons, how many seeds should there be when all seeds are taken out of the watermelons?",x=(100.0*4.0),Multiplication,400.0
1465,Robin has 9 packages of gum. There are 15 pieces in each package. How many pieces of gum does Robin have?,x=(9.0*15.0),Multiplication,135.0
1466,63 people are going to the zoo. There are 3 cars to take people to the zoo. How many will go in each car if the same number go in each car?,x=(63.0/3.0),Division,21.0
1467,"I have 80 cents to buy candy. If each gumdrop costs 4 cents, how many gumdrops can I buy?",x=(80.0/4.0),Division,20.0
1468,58 children are taking a bus to the zoo. They sit 2 children in every seat. How many seats will the children need in all?,x=(58.0/2.0),Division,29.0
1469,Marlee has 12 guests coming to her Halloween party. Each table will hold 3 guests. How many tables will she need?,x=(12.0/3.0),Division,4.0
1470,Warren has 252 guests coming to his party. Each table will hold 4 guests. How many tables will he need?,x=(252.0/4.0),Division,63.0
1471,Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have 83 muffins?,x=(83.0-35.0),Subtraction,48.0
1472,"There are 10 stickers on a page. If you have 22 pages of stickers, how many stickers do you have?",x=(10.0*22.0),Multiplication,220.0
1473,There are 96 cupcakes for 8 children to share. How much will each person get if they share the cupcakes equally?,x=(96.0/8.0),Division,12.0
1474,Jose has 85 peanuts. Kenya has 48 more than Jose. How many peanuts does Kenya have?,x=(85.0+48.0),Addition,133.0
1475,"White t-shirts can be purchased in packages of 6. If Mom buys 71 packages, how many white t-shirts will she have?",x=(6.0*71.0),Multiplication,426.0
1476,"I have 648 pencils. If I put 4 pencils in each pencil box, how many pencil boxes will I fill?",x=(648.0/4.0),Division,162.0
1477,"Uncle Dave bought 143 ice cream sandwiches. If he wants to give them to his 11 hungry nieces, how many can each niece get?",x=(143.0/11.0),Division,13.0
1478,Megan had 217 markers. Robert gave her 109 more markers. How many markers does Megan have altogether?,x=(217.0+109.0),Addition,326.0
1479,A DVD book holds 126 DVDs. There are 81 DVDs already in the book. How many more DVDs can be put in the book?,x=(126.0-81.0),Subtraction,45.0
1480,Carla has some marbles. She bought 489 marbles. Now she has 2778 marbles all together. How many did she start with?,x=(2778.0-489.0),Subtraction,2289.0
1481,Kelly has 121 Nintendo games. How many does she need to give away so that she will have 22 games left?,x=(121.0-22.0),Subtraction,99.0
1482,Connie had some marbles. She gave 183 to Juan. Now she has 593 marbles left. How many did she have to start with?,x=(183.0+593.0),Addition,776.0
1483,Connie has 2315 red markers and 1028 blue markers. How many markers does she have altogether?,x=(2315.0+1028.0),Addition,3343.0
1484,Iesha has 344 books. 136 are about school and the rest are about sports. How many books about sports does Iesha have?,x=(344.0-136.0),Subtraction,208.0
1485,Sean has 223 whistles. He has 95 more whistles that Charles. How many whistles does Charles have?,x=(223.0-95.0),Subtraction,128.0
1486,Robin has 27 packages of gum. There are 18 pieces in each package. How many pieces of gum does Robin have?,x=(27.0*18.0),Multiplication,486.0
1487,Adam has $5.00 to buy an airplane that costs $4.28. How much change will he get?,x=(5.0-4.28),Subtraction,0.72
1488,"If each ball costs $1.54, how much must Kyoko pay for 3 balls?",x=(1.54*3.0),Multiplication,4.62
1489,Mr. Guzman bought 48 doughnuts packed equally into 4 boxes. How many doughnuts were in each box?,x=(48.0/4.0),Division,12.0
1490,The Sumata family took a 5-day vacation by car. Each day they drove 250 miles. How many total miles did they drive?,x=(5.0*250.0),Multiplication,1250.0
1491,The town of Milburg has 5256 grown-ups and 2987 children. How many people live in Milburg?,x=(5256.0+2987.0),Addition,8243.0
1492,Lisa rented 4 DVDs for $4.80. How much did each DVD cost to rent?,x=(4.8/4.0),Division,1.2
1493,"There were 3409 pieces of candy in a jar. If 145 pieces were red and the rest were blue, how many were blue?",x=(3409.0-145.0),Subtraction,3264.0
1494,Third-grade students went to a concert in 8 buses. Each bus took 45 students. How many students went to the concert?,x=(8.0*45.0),Multiplication,360.0
1495,There are 124 students making 3 stars each for the school wall. How many stars will they make all together?,x=(124.0*3.0),Multiplication,372.0
1496,6 students were sitting at each table in the lunchroom. There are 34 tables. How many students were sitting in the lunchroom?,x=(6.0*34.0),Multiplication,204.0
1497,Tyler had 15 dogs. Each dog had 5 puppies. How many puppies does Tyler now have?,x=(15.0*5.0),Multiplication,75.0
1498,The farmer had 127 apples. He gave 88 apples to his neighbor. How many apples does he have now?,x=(127.0-88.0),Subtraction,39.0
1499,Jill invited 37 people to her birthday party. They each ate 8 pieces of pizza. How many pieces of pizza did they eat?,x=(37.0*8.0),Multiplication,296.0
1500,Mrs. Hilt uses 2 ounces of detergent to wash a pound of clothes. How many ounces of soap will she use to wash 9 pounds of clothes?,x=(2.0*9.0),Multiplication,18.0
1501,"Mrs. Hilt went to a concert. A total of 65899 people attended the concert. The next week, she went to a second concert, which had 119 more people in attendance. How many people were at the second concert?",x=(65899.0+119.0),Addition,66018.0
1502,Mrs. Hilt needs to share $3.75 equally among 3 total people. How much money will each person get?,x=(3.75/3.0),Division,1.25
1503,Mrs. Hilt read 4 books. Each book had 17 chapters in it. How many chapters did Mrs. Hilt read?,x=(4.0*17.0),Multiplication,68.0
1504,Mrs. Hilt saw 144 bees in the hive. The next day she saw 3 times that many. How many bees did she see on the second day?,x=(144.0*3.0),Multiplication,432.0
1505,Mrs. Hilt measured the distance from her desk to the water fountain. It was 30 feet. How many feet will Mrs. Hilt walk on her trips to the fountain if she goes to the water fountain 4 times today?,x=(30.0*4.0),Multiplication,120.0
1506,Lucy has an aquarium with 212 fish. She wants to buy 68 more fish. How many fish would Lucy have then?,x=(212.0+68.0),Addition,280.0
1507,Lucy has 212 fish. How many more fish does she need to buy to have 280 fish?,x=(280.0-212.0),Subtraction,68.0
1508,Rupert and Ronald aced their math test. So their mother bought for them a wonderful trampoline yesterday. Ronald jumped 157 times on the trampoline. Rupert jumped 86 more times than Ronald. How many times did they jump altogether?,x=(157.0+86.0),Addition,243.0
1509,"Harry Hound had a terrible earache yesterday. When I peered into his ears yesterday, I found 36 frisky fleas having a party in his right ear and 85 baby fleas sleeping peacefully in his left ear. I cleaned out Harry Hound's ears. How many fleas perished?",x=(36.0+85.0),Addition,121.0
1510,A pet supply store has 600 bags of dog food and 327 bags of cat food. How many more bags of dog food are there than cat food?,x=(600.0-327.0),Subtraction,273.0
